"export-world data (NetLogo 5.3.1)"
"Pac-Man Level Editor.nlogo"
"10/25/2016 16:14:58:136 +0200"

"RANDOM STATE"
"0 0 -1727483681 181 0.0 false 622702879 -788460003 -309273491 -731252293 1565578810 1344966093 -2145871256 -1898581723 1630910064 1702531821 -376662188 -98611617 1829257510 391647787 1834445866 -1315605047 -1232127935 -1245593735 1771986811 -349491393 1436407880 1934280694 -984672978 1531545875 -951362874 2130700079 -1275425952 785875224 -1127173581 -1689156679 -1118450962 1723672891 -1951415520 -2061120430 -158720781 839550071 -256479906 -79230585 -578889791 -1713377576 1906772181 -449983548 -886913558 -503606311 -2065548890 87779492 1076206672 -480729243 1725518737 -1990318653 -715477158 1294568048 290602911 1848125475 2131194345 -1689720670 -692277991 -386352705 1818549849 -372777198 943993482 1518421702 -1475377872 -680014853 -1120447926 1148404435 2028171791 -367938066 -1040805774 -1868324672 952646436 997978382 264993581 271700195 1608265846 -1454941319 1716841664 774102253 1958049360 824094680 -229702986 286625701 -1469329807 1540285848 1806853210 1340829626 -1166548626 -546985892 -1543626093 1468599732 -69824662 -1557057392 123802986 -679146975 -1288870699 607593605 -1754090112 -1563702472 287607121 -1198069996 1839559006 -634513891 -1136143436 -1903179443 976092852 -338867943 -1289884955 -1380735907 693891985 -1320687592 1214805619 117343098 1168051320 -1218262664 -29765668 -563778149 1669485928 1072006851 1928547695 221856205 1411709923 -772470634 -761878378 -555959591 1300086731 1387228102 1229613696 -903342561 1277547584 1807261091 -1083536219 979782396 -2020897227 -879264506 648356559 2081269410 1947061869 -304771065 1908419117 239421700 -433886158 -1900756410 74087037 -744640306 -835856904 -1009286713 -1509964584 -191414216 1164968212 1260909620 -212882362 1361707241 -323220732 -2055515284 234500182 -1049971920 2124246839 -77383304 -308488197 -740500640 -236151343 -416312214 522984806 1812357970 -1539225114 1133100125 -2038048521 1308027933 -2078906150 -1383505905 925064502 -1114873561 -1531829247 491296042 -905256108 -863324820 1857606658 1768235108 -1183872687 1546944945 323681974 -1980509299 2079587135 1039232085 484988701 1790445559 1012659295 -1096078995 455062523 -1644940238 2028437143 1078464146 1291918029 1993147887 -433804616 -1140982431 -619714486 853826255 -1604884247 525387147 698137628 -1373917255 -1524625546 2144284694 1371583690 330333519 150711161 1083689127 1163896514 1060632502 795986926 1547074898 -339246967 1723107374 1512267712 -2032380625 1456830672 978001245 1788776941 -1378997915 -1850852884 -709967249 1715180351 -1371036919 -569155109 -1209549126 -1433119448 1090597143 -1499963549 -448954823 -1898462503 -687246681 -507933489 -148131180 -1018700475 1700747508 1626343914 -898251971 1248459107 1322696191 18647993 2040460624 -271187031 993002770 1214500404 1369770363 -1675274435 2089149746 -1858607382 -1850149590 -820391486 430270924 -2110172650 1232141943 1934561452 1819564354 -1559671899 -1327177431 1368399300 357276465 974508717 -1014896880 912721634 -1425205767 -314493076 184495362 -662489325 2022524925 1084128495 -1226981911 549411149 -1641672533 757255775 -207572468 1533855708 -1496532037 -126461180 491552501 959864051 -173026400 -611143044 403477797 176439012 -1945939739 -2054799507 1957685716 -1151671752 455035411 687824208 -682364156 251676664 493884288 1932765816 706687027 1371948410 961522967 -836376373 -1013144107 -1664037289 1728122045 -1623578052 -409845520 -1543887233 -974904388 175640639 1700207694 2039503072 -1101257394 1041367943 757366813 1174842481 1970584187 381868377 -1261474183 -785438088 -88566414 1396327924 718560314 -1014270560 806395458 1580544174 -118218085 1420307321 1370517639 -24929861 698706639 209768607 26951778 -1986959079 1932169464 824232386 236788112 998808864 146663939 560955550 962382435 -247883442 132263153 -2135145529 -932362383 -131591787 -1610088401 -885015790 -1479614561 -2111303061 131100696 -2109501363 -1582862878 175041462 1903645671 825245054 1234692054 164258499 1581567275 1739279280 1745581214 -498970769 1386684041 768902737 -1043594803 57462234 86508322 982252365 547379772 -1210894399 74303645 -1202992801 899833981 1564883075 33268585 12661829 161576484 801959094 -2146610063 731674700 -128743152 1544135568 -1516643839 1954188618 -1108068074 -1049374056 -931013456 -773000479 -1592905175 -2043070450 1281802302 1511299844 559782759 -858228537 1050166384 -163404028 1541722172 1178175739 -1051426825 1909275691 1642672423 573850602 -1716776511 -1730780819 1431965375 1132644429 -215698385 1682291492 291592326 679511808 1307534682 -704802901 -394990722 1849354042 121186262 -1399578994 1999486762 -1165664713 324136712 1585516086 814399239 -913622282 -455074737 -1543199702 -1700339346 1399520676 712805663 2090827478 1944900308 -1256622483 -1605340820 -1502186238 -1112629277 314299496 -778239968 -464372894 -764510174 -124506575 -90216617 1502883802 -446530434 429702128 -1556404561 1583185128 -938208808 -139777746 -1886596813 -1907996049 1032323677 -850322711 -1561580747 1906798330 673489810 1562639434 2028314100 -209808609 121545879 -678264891 -1691445885 1685708196 986031747 -50791355 468272021 -324838174 1605457413 -1954191739 798339687 1068328386 576951154 1371596120 -1582831525 176320097 1858892789 107092220 1675926791 -1401321515 704284980 1322168523 1176060667 1663363957 774695194 1956432189 -346489387 1256242439 951004687 748117823 -1778746363 1403412449 1922441920 774864412 1437598900 -1645887712 2043630086 620966678 -1900673302 119784934 -391596836 -1525186940 188215036 -763823835 -564772874 -304370012 2135798265 884567954 937231015 2058260962 720443477 -742892708 331081528 -1613201745 -1067329729 1085564769 -1093526613 -1003371227 1028429443 -448201167 -1095885027 389084280 1009807387 -131875873 -1047162599 -1017149299 -748160025 -438670472 -1336640715 1906988843 1653741585 -1716510658 1931333510 700668272 1408974115 -788789670 -662948858 1118056953 526064138 903627849 2084087814 -83167148 -183019660 578486162 1002321273 -1992518341 -1829733276 74017677 -2102340784 -96394679 -1691786263 1062526869 43307517 -2034967411 -266878265 -1430428367 -1183679405 486364304 646640578 -1163176464 1340951953 -1892747437 -1773749934 819992876 -1422395841 -1230655373 445823221 -1040942177 1571238905 -1786272014 -1937973529 1420250740 -824457504 -1130838520 -1044646685 -999862800 -992514213 -821163626 -473620204 58720892 1150759333 -424566465 -1892323755 -827621991 -1253969333 1578190952 1775637037 934459730 -453341243 1129648445 1039358909 -1049498266 1461975915 -1789726388 314995938 705082647 -1224417222 488656532 929374904 782529213 940693545 237360279 1754992863 -2047628641 -1909240755 -1563740993 -1983196390 1467194734 360184964 745091605 1144180941 19338235 714728640 827109024 -1244694109 947234367 -267671839 -1739074826 -663038556 -250395519 -1522173618 -1666292612 721201462 -581061464 666836359 289510863 1649381014 611843851 1074095730 -2050548893 -2055106823 1136608813 -374199366"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","dead?","difficulty","extra-lives","level","level-over?","lives","next-bonus-in","scared","score","tool","which-ghost"
"-10","10","-3","3","0","nobody","48","""NEITHER""","-1","false","0","0","2","false","3","0","0","0","""Draw Wall""","1"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","home-pos","eaten?","powerup?","value","countdown"
"0","45","90","8","-1","""pacman""","""""","9.9","{breed pacmans}","false","1","1","""up""","0",,,,
"1","9.9","59","-9","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"2","9.9","225","-9","1","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"3","9.9","221","-9","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"4","9.9","91","-8","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"5","9.9","146","-7","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"6","9.9","4","-7","1","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"7","9.9","265","-7","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"8","9.9","256","-8","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"9","9.9","281","-6","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"10","9.9","189","-5","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"11","9.9","329","-5","1","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"12","9.9","127","-5","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"13","9.9","343","-4","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"14","9.9","134","-3","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"15","9.9","328","-2","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"16","9.9","189","-1","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"17","9.9","134","0","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"18","9.9","93","1","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"19","9.9","209","2","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"20","9.9","210","3","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"21","9.9","349","6","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"22","9.9","233","7","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"23","9.9","44","8","2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"24","9.9","52","8","1","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"25","9.9","350","6","1","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"26","9.9","268","6","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"27","9.9","224","7","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"28","9.9","97","8","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"29","9.9","150","5","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"30","9.9","40","4","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"31","9.9","205","3","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"32","9.9","63","2","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"33","9.9","295","1","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"34","9.9","287","-4","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"35","9.9","326","-3","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"36","9.9","236","-2","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"37","9.9","199","-2","-1","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"38","9.9","162","-2","-2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"39","9.9","209","-1","-2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"40","9.9","316","0","-2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"41","9.9","135","0","-1","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"42","9.9","339","-1","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"43","9.9","231","1","-2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"44","9.9","198","2","-2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"45","9.9","218","3","-2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"46","9.9","343","4","-2","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,
"47","9.9","156","0","0","""pellet""","""""","9.9","{breed pellets}","false","1","1","""up""","0",,"false",,

"PATCHES"
"pxcor","pycor","pcolor","plabel","plabel-color","pellet-grid?"
"-10","3","105","""""","9.9","0"
"-9","3","105","""""","9.9","0"
"-8","3","105","""""","9.9","0"
"-7","3","105","""""","9.9","0"
"-6","3","105","""""","9.9","0"
"-5","3","105","""""","9.9","0"
"-4","3","105","""""","9.9","0"
"-3","3","105","""""","9.9","0"
"-2","3","105","""""","9.9","0"
"-1","3","105","""""","9.9","0"
"0","3","105","""""","9.9","0"
"1","3","105","""""","9.9","0"
"2","3","105","""""","9.9","0"
"3","3","105","""""","9.9","0"
"4","3","105","""""","9.9","0"
"5","3","105","""""","9.9","0"
"6","3","105","""""","9.9","0"
"7","3","105","""""","9.9","0"
"8","3","105","""""","9.9","0"
"9","3","105","""""","9.9","0"
"10","3","105","""""","9.9","0"
"-10","2","105","""""","9.9","0"
"-9","2","0","""""","9.9","true"
"-8","2","0","""""","9.9","true"
"-7","2","0","""""","9.9","true"
"-6","2","105","""""","9.9","0"
"-5","2","0","""""","9.9","true"
"-4","2","0","""""","9.9","true"
"-3","2","0","""""","9.9","true"
"-2","2","0","""""","9.9","true"
"-1","2","0","""""","9.9","true"
"0","2","0","""""","9.9","true"
"1","2","0","""""","9.9","true"
"2","2","0","""""","9.9","true"
"3","2","0","""""","9.9","true"
"4","2","105","""""","9.9","0"
"5","2","105","""""","9.9","0"
"6","2","0","""""","9.9","true"
"7","2","0","""""","9.9","true"
"8","2","0","""""","9.9","true"
"9","2","105","""""","9.9","0"
"10","2","105","""""","9.9","0"
"-10","1","105","""""","9.9","0"
"-9","1","0","""""","9.9","true"
"-8","1","105","""""","9.9","0"
"-7","1","0","""""","9.9","true"
"-6","1","105","""""","9.9","0"
"-5","1","0","""""","9.9","true"
"-4","1","105","""""","9.9","0"
"-3","1","105","""""","9.9","0"
"-2","1","105","""""","9.9","0"
"-1","1","105","""""","9.9","0"
"0","1","105","""""","9.9","0"
"1","1","105","""""","9.9","0"
"2","1","105","""""","9.9","0"
"3","1","105","""""","9.9","0"
"4","1","105","""""","9.9","0"
"5","1","105","""""","9.9","0"
"6","1","0","""""","9.9","true"
"7","1","105","""""","9.9","0"
"8","1","0","""""","9.9","true"
"9","1","105","""""","9.9","0"
"10","1","105","""""","9.9","0"
"-10","0","105","""""","9.9","0"
"-9","0","0","""""","9.9","true"
"-8","0","0","""""","9.9","true"
"-7","0","0","""""","9.9","true"
"-6","0","0","""""","9.9","true"
"-5","0","0","""""","9.9","true"
"-4","0","0","""""","9.9","true"
"-3","0","0","""""","9.9","true"
"-2","0","0","""""","9.9","true"
"-1","0","0","""""","9.9","true"
"0","0","0","""""","9.9","true"
"1","0","0","""""","9.9","true"
"2","0","0","""""","9.9","true"
"3","0","0","""""","9.9","true"
"4","0","0","""""","9.9","true"
"5","0","0","""""","9.9","true"
"6","0","0","""""","9.9","true"
"7","0","0","""""","9.9","true"
"8","0","0","""""","9.9","true"
"9","0","105","""""","9.9","0"
"10","0","105","""""","9.9","0"
"-10","-1","105","""""","9.9","0"
"-9","-1","105","""""","9.9","false"
"-8","-1","105","""""","9.9","0"
"-7","-1","105","""""","9.9","0"
"-6","-1","105","""""","9.9","0"
"-5","-1","105","""""","9.9","0"
"-4","-1","105","""""","9.9","0"
"-3","-1","105","""""","9.9","0"
"-2","-1","0","""""","9.9","true"
"-1","-1","105","""""","9.9","0"
"0","-1","0","""""","9.9","true"
"1","-1","105","""""","9.9","0"
"2","-1","105","""""","9.9","0"
"3","-1","105","""""","9.9","0"
"4","-1","105","""""","9.9","0"
"5","-1","105","""""","9.9","0"
"6","-1","105","""""","9.9","0"
"7","-1","105","""""","9.9","0"
"8","-1","0","""""","9.9","0"
"9","-1","105","""""","9.9","0"
"10","-1","105","""""","9.9","0"
"-10","-2","105","""""","9.9","0"
"-9","-2","105","""""","9.9","0"
"-8","-2","105","""""","9.9","0"
"-7","-2","105","""""","9.9","0"
"-6","-2","105","""""","9.9","0"
"-5","-2","105","""""","9.9","0"
"-4","-2","105","""""","9.9","0"
"-3","-2","105","""""","9.9","0"
"-2","-2","0","""""","9.9","true"
"-1","-2","0","""""","9.9","true"
"0","-2","0","""""","9.9","true"
"1","-2","0","""""","9.9","true"
"2","-2","0","""""","9.9","true"
"3","-2","0","""""","9.9","true"
"4","-2","0","""""","9.9","true"
"5","-2","0","""""","9.9","0"
"6","-2","0","""""","9.9","0"
"7","-2","0","""""","9.9","0"
"8","-2","0","""""","9.9","0"
"9","-2","105","""""","9.9","0"
"10","-2","105","""""","9.9","0"
"-10","-3","105","""""","9.9","0"
"-9","-3","105","""""","9.9","0"
"-8","-3","105","""""","9.9","0"
"-7","-3","105","""""","9.9","0"
"-6","-3","105","""""","9.9","0"
"-5","-3","105","""""","9.9","0"
"-4","-3","105","""""","9.9","0"
"-3","-3","105","""""","9.9","0"
"-2","-3","105","""""","9.9","0"
"-1","-3","105","""""","9.9","0"
"0","-3","105","""""","9.9","0"
"1","-3","105","""""","9.9","0"
"2","-3","105","""""","9.9","0"
"3","-3","105","""""","9.9","0"
"4","-3","105","""""","9.9","0"
"5","-3","105","""""","9.9","0"
"6","-3","105","""""","9.9","0"
"7","-3","105","""""","9.9","0"
"8","-3","105","""""","9.9","0"
"9","-3","105","""""","9.9","0"
"10","-3","105","""""","9.9","0"

"LINKS"
"end1","end2","color","label","label-color","hidden?","breed","thickness","shape","tie-mode"


"PLOTS"
""
"EXTENSIONS"

